YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Geo_Code,Claim,Building_Age
2013,0.438356164,0,0,1,0.0,0,2206.0,1,3.0,44204,0,0.0
2016,0.99726776,0,0,1,0.0,0,2206.0,1,3.0,44204,0,3.0
2012,1.0,0,0,0,1.0,1,3806.0,1,,44926,0,32.0
2012,1.0,0,0,1,0.0,0,3575.0,1,5.0,45155,0,2.0
2015,0.997260274,0,0,1,0.0,0,3575.0,1,5.0,45155,0,5.0
2016,0.994535519,0,0,1,0.0,0,3575.0,1,5.0,45155,0,6.0
2013,1.0,1,0,1,0.0,0,16459.0,1,,45232,0,42.0
2013,1.0,0,1,0,1.0,1,175.0,1,,45234,1,53.0
2015,0.997260274,0,1,0,1.0,1,900.0,1,,45234,0,55.0
2012,1.0,0,1,0,1.0,1,330.0,1,,45234,1,52.0
2015,0.983561644,0,1,0,1.0,1,330.0,1,,45234,0,55.0
2016,0.967213115,0,1,0,1.0,1,330.0,1,,45234,0,56.0
2012,0.459016393,1,0,1,0.0,0,554.0,1,3.0,45234,0,112.0
2015,1.0,0,0,1,0.0,0,460.0,1,3.0,45234,0,115.0
2015,0.983561644,1,0,1,0.0,0,4490.0,1,3.0,45282,1,8.0
2016,0.99726776,0,1,0,1.0,1,200.0,1,,45285,0,
2013,0.665753425,0,0,1,0.0,0,1545.0,1,4.0,45285,1,5.0
2012,1.0,0,0,0,1.0,1,500.0,1,,46042,0,52.0
2013,1.0,0,0,0,1.0,1,500.0,1,,46042,0,53.0
2012,1.0,0,0,0,1.0,1,990.0,1,,46042,0,52.0
2014,1.0,0,1,0,1.0,1,1140.0,1,,46042,0,54.0
2012,1.0,0,0,0,1.0,1,1670.0,1,,46042,0,32.0
2014,1.0,0,0,0,1.0,1,1670.0,1,,46042,0,34.0
2012,0.0,0,0,1,0.0,0,232.0,1,4.0,46102,0,52.0
2012,0.084699454,0,0,1,0.0,0,383.0,1,2.0,46102,0,53.0
2016,1.0,0,1,0,1.0,1,450.0,1,,46102,0,36.0
2013,1.0,0,1,0,1.0,1,400.0,1,,46102,0,53.0
2014,1.0,0,0,1,0.0,0,450.0,1,3.0,46102,0,10.0
2013,1.0,0,0,1,0.0,0,1080.0,1,2.0,46102,0,9.0
2012,1.0,0,1,0,1.0,1,700.0,1,,46176,0,52.0
2016,1.0,0,1,0,1.0,1,700.0,1,,46176,0,56.0
2012,1.0,1,1,0,1.0,1,4822.0,1,,47004,0,24.0
2012,1.0,0,0,1,0.0,0,4500.0,1,,47069,0,50.0
2014,1.0,0,0,1,0.0,0,4500.0,1,,47069,0,52.0
2013,0.161643836,1,0,1,0.0,0,418.0,1,3.0,47323,0,113.0
2012,1.0,0,0,1,0.0,0,300.0,1,3.0,49007,1,162.0
2013,0.246575342,0,0,1,0.0,0,300.0,1,3.0,49007,0,163.0
2013,0.276712329,0,0,0,1.0,1,600.0,1,,49007,0,53.0
2013,0.819178082,1,0,1,0.0,0,1800.0,1,4.0,49007,0,83.0
2012,1.0,0,0,1,0.0,0,800.0,1,3.0,49007,0,52.0
2012,1.0,0,0,1,0.0,0,300.0,1,3.0,49007,0,112.0
2016,1.0,0,0,1,0.0,0,300.0,1,3.0,49007,0,116.0
2016,1.0,0,0,1,0.0,0,1131.0,1,3.0,49050,0,9.0
2013,1.0,1,0,1,0.0,0,2746.0,1,4.0,49353,1,3.0
2014,1.0,0,0,1,0.0,0,3700.0,1,6.0,50147,0,49.0
2016,0.99726776,0,0,1,0.0,0,3700.0,1,6.0,50147,0,51.0
2012,0.74863388,0,1,0,1.0,1,1044.0,1,,50218,0,52.0
2013,1.0,0,0,0,1.0,1,450.0,1,,50218,1,53.0
2016,0.989071038,0,0,0,1.0,1,450.0,1,,50218,0,56.0
2013,1.0,0,0,0,1.0,1,450.0,1,,50218,0,53.0
2013,1.0,0,1,0,1.0,1,820.0,1,,50218,0,53.0
2014,1.0,0,1,0,1.0,1,820.0,1,,50218,0,54.0
2012,1.0,0,0,0,1.0,1,420.0,1,,50218,1,52.0
2013,0.246575342,0,0,0,1.0,1,420.0,1,,50218,0,53.0
2013,1.0,0,1,0,1.0,1,350.0,1,,50218,0,53.0
2012,0.666666667,0,1,0,1.0,1,568.0,1,,50532,0,24.0
2013,1.0,0,0,1,0.0,0,2000.0,1,5.0,50532,0,83.0
2013,1.0,0,0,1,0.0,0,715.0,1,2.0,50626,0,23.0
2013,0.454794521,0,1,0,1.0,1,230.0,2,,51030,0,
2013,0.334246575,0,0,0,1.0,1,636.0,2,,51108,0,
2014,0.087671233,0,0,0,1.0,1,350.0,2,,51108,0,54.0
2012,1.0,0,0,1,0.0,0,650.0,2,5.0,51108,0,62.0
2014,1.0,0,0,1,0.0,0,650.0,2,5.0,51108,0,64.0
2015,1.0,0,0,1,0.0,0,650.0,2,5.0,51108,0,65.0
2013,0.865753425,0,0,1,0.0,0,3297.0,2,5.0,51108,0,19.0
2012,0.0,1,0,0,1.0,1,,2,,51108,0,
2012,1.0,0,1,0,1.0,1,250.0,2,,51108,0,
2012,1.0,1,0,1,0.0,0,420.0,2,3.0,51454,0,77.0
2014,1.0,1,0,1,0.0,0,550.0,2,4.0,51454,0,79.0
2012,1.0,0,1,0,1.0,1,670.0,2,,51454,0,52.0
2012,1.0,0,1,0,1.0,1,885.0,2,,51454,0,52.0
2014,1.0,0,1,0,1.0,1,885.0,2,,51454,0,54.0
2015,1.0,0,1,0,1.0,1,885.0,2,,51454,0,55.0
2016,1.0,0,1,0,1.0,1,480.0,2,,51454,0,36.0
2012,1.0,0,1,0,1.0,1,7400.0,2,,51454,0,32.0
2015,0.657534247,0,0,1,0.0,0,370.0,2,2.0,51454,0,55.0
2014,1.0,0,0,1,0.0,0,13030.0,2,9.0,51454,1,44.0
2013,1.0,1,0,1,0.0,0,200.0,2,2.0,51454,0,83.0
2016,1.0,1,0,1,0.0,0,200.0,2,2.0,51454,0,86.0
2014,0.745205479,0,0,1,0.0,0,1130.0,2,3.0,51454,0,1.0
2014,0.221917808,1,0,0,1.0,1,459.0,2,,51454,0,54.0
2014,1.0,1,0,0,1.0,1,1130.0,2,,51454,0,54.0
2016,0.99726776,1,0,0,1.0,1,1130.0,2,,51454,0,56.0
2012,1.0,1,0,0,1.0,1,1133.0,2,,51454,0,52.0
2012,1.0,1,0,1,0.0,0,500.0,2,3.0,51454,0,82.0
2012,1.0,1,0,0,1.0,1,400.0,2,,51454,0,52.0
2014,0.210958904,0,1,0,1.0,1,6500.0,2,,51454,0,54.0
2012,1.0,0,0,1,0.0,0,800.0,2,4.0,51454,0,82.0
2012,1.0,1,0,1,0.0,0,315.0,2,3.0,51454,0,87.0
2013,0.854794521,1,0,1,0.0,0,500.0,2,3.0,51454,0,83.0
2015,0.950684932,1,0,0,1.0,1,1280.0,2,,51454,0,55.0
2012,1.0,0,0,0,1.0,1,1900.0,2,,51454,0,52.0
2014,1.0,0,0,0,1.0,1,1450.0,2,,51454,0,54.0
2012,1.0,1,0,0,1.0,1,1200.0,2,,51454,0,52.0
2013,1.0,1,0,0,1.0,1,680.0,2,,51454,0,53.0
2012,0.084699454,1,1,0,1.0,1,442.0,2,,51454,0,52.0
2012,1.0,1,0,0,1.0,1,746.0,2,,51454,0,24.0
2012,1.0,1,0,0,1.0,1,450.0,2,,51454,0,52.0
2013,1.0,0,0,0,1.0,1,750.0,2,,51454,0,
2013,1.0,1,0,0,1.0,1,991.0,2,,51454,0,53.0
2012,1.0,0,1,0,1.0,1,2400.0,2,,51454,1,
2012,1.0,1,0,0,1.0,1,450.0,2,,51454,0,52.0
2012,1.0,0,0,0,1.0,1,1323.0,2,,51454,0,
2013,1.0,0,0,0,1.0,1,400.0,2,,51454,0,
2012,0.99726776,1,0,0,1.0,1,420.0,2,,51454,1,52.0
2013,0.747945205,0,1,0,1.0,1,550.0,2,,51454,0,
2016,1.0,1,0,0,1.0,1,340.0,2,,51454,0,56.0
2012,1.0,0,1,0,1.0,1,1050.0,2,,51454,0,52.0
2014,1.0,1,1,0,1.0,1,500.0,2,,51454,0,54.0
2012,1.0,1,0,1,0.0,0,364.0,2,4.0,51454,0,77.0
2016,0.99726776,1,0,1,0.0,0,364.0,2,4.0,51454,0,81.0
2016,1.0,0,1,0,1.0,1,800.0,2,,51454,0,56.0
2012,1.0,1,1,0,1.0,1,257.0,2,,51454,0,52.0
2013,1.0,0,0,0,1.0,1,1524.0,1,,53130,1,25.0
2012,1.0,0,1,0,1.0,1,2425.0,1,,53130,0,32.0
2014,1.0,0,0,1,0.0,0,2000.0,1,5.0,53130,0,20.0
2013,1.0,0,1,0,1.0,1,1520.0,1,,54043,0,33.0
2014,1.0,0,1,0,1.0,1,1520.0,1,,54043,0,34.0
2012,1.0,0,0,0,1.0,1,3919.0,1,,54159,0,32.0
2014,1.0,0,0,0,1.0,1,3919.0,1,,54159,0,34.0
2013,0.747945205,0,1,0,1.0,1,560.0,1,,54159,0,33.0
2015,1.0,0,0,1,0.0,0,417.0,1,3.0,54184,0,115.0
2012,1.0,0,1,0,1.0,1,2180.0,1,,54184,0,52.0
2016,0.99726776,0,0,0,1.0,1,1800.0,1,,54184,0,56.0
2012,1.0,0,0,0,1.0,1,5523.0,1,,54184,1,24.0
2013,1.0,1,0,1,0.0,0,850.0,1,3.0,54188,0,13.0
2014,1.0,1,0,1,0.0,0,850.0,1,3.0,54188,0,14.0
2012,1.0,1,1,0,1.0,1,700.0,1,,54197,0,52.0
2014,0.747945205,1,1,0,1.0,1,700.0,1,,54197,0,54.0
2013,1.0,0,0,0,1.0,1,1560.0,1,,54273,0,
2012,1.0,0,0,0,1.0,1,3104.0,1,,54304,0,32.0
2016,0.907103825,0,0,1,0.0,0,1640.0,1,4.0,54321,0,7.0
2012,1.0,0,0,1,0.0,0,250.0,1,3.0,54321,0,62.0
2016,0.994535519,0,0,1,0.0,0,3768.0,1,5.0,54323,0,4.0
2013,1.0,0,1,0,1.0,1,1500.0,1,,54329,0,53.0
2014,1.0,1,0,0,1.0,1,400.0,3,,54395,0,54.0
2016,0.99726776,1,0,0,1.0,1,400.0,3,,54395,0,56.0
2014,1.0,0,0,1,0.0,0,3200.0,3,5.0,54395,0,34.0
2016,1.0,0,0,1,0.0,0,3200.0,3,5.0,54395,1,36.0
2014,0.753424658,0,1,0,1.0,1,670.0,3,,54395,0,54.0
2013,1.0,0,0,0,1.0,1,700.0,3,,54395,1,53.0
2012,1.0,1,1,0,1.0,1,480.0,3,,54395,1,52.0
2012,1.0,0,1,0,1.0,1,391.0,3,,54395,0,52.0
2015,1.0,0,1,0,1.0,1,391.0,3,,54395,0,55.0
2016,0.99726776,0,1,0,1.0,1,530.0,3,,54395,0,56.0
2012,1.0,0,0,1,0.0,0,550.0,3,4.0,54395,0,212.0
2015,1.0,0,0,1,0.0,0,550.0,3,4.0,54395,0,215.0
2014,1.0,0,0,0,1.0,1,876.0,3,,54395,1,54.0
2015,1.0,0,0,0,1.0,1,876.0,3,,54395,0,55.0
2012,1.0,0,0,0,1.0,1,850.0,3,,54395,0,52.0
2013,0.252054795,0,0,1,0.0,0,1947.0,3,6.0,54395,0,23.0
2014,1.0,0,0,1,0.0,0,1947.0,3,6.0,54395,0,24.0
2015,1.0,0,0,1,0.0,0,1947.0,3,6.0,54395,0,25.0
2016,0.99726776,0,0,1,0.0,0,570.0,3,5.0,54395,0,96.0
2012,1.0,0,0,0,1.0,1,200.0,3,,54395,0,52.0
2012,0.844262295,0,0,0,1.0,1,850.0,3,,54395,1,
2013,1.0,0,0,1,0.0,0,996.0,3,4.0,54395,1,113.0
2014,1.0,0,0,0,1.0,1,450.0,3,,54395,0,54.0
2014,1.0,0,0,1,0.0,0,950.0,3,5.0,54395,0,164.0
2014,1.0,0,0,1,0.0,0,1425.0,3,5.0,54395,0,64.0
2012,1.0,0,0,0,1.0,1,1030.0,3,,54395,0,52.0
2012,1.0,0,0,0,1.0,1,770.0,3,,54395,0,52.0
2016,1.0,0,0,1,0.0,0,696.0,3,5.0,54395,0,86.0
2015,1.0,0,0,1,0.0,0,410.0,3,6.0,54395,0,115.0
2012,1.0,0,0,0,1.0,1,980.0,3,,54395,0,52.0
2013,0.747945205,0,0,0,1.0,1,480.0,3,,54395,0,53.0
2013,1.0,0,0,1,0.0,0,2450.0,3,4.0,54395,0,143.0
2015,1.0,0,0,1,0.0,0,2450.0,3,4.0,54395,1,145.0
2013,1.0,0,0,0,1.0,1,420.0,3,,54395,0,53.0
2014,1.0,0,0,0,1.0,1,1325.0,3,,54395,0,54.0
2015,1.0,0,0,0,1.0,1,1325.0,3,,54395,0,55.0
2012,1.0,0,0,0,1.0,1,2081.0,3,,54395,1,52.0
2013,0.887671233,0,1,0,1.0,1,910.0,3,,54395,0,53.0
2013,1.0,0,0,0,1.0,1,1384.0,3,,54395,0,53.0
2014,0.915068493,0,0,0,1.0,1,1384.0,3,,54395,0,54.0
2013,1.0,0,0,0,1.0,1,1640.0,3,,54395,0,53.0
2014,1.0,0,0,1,0.0,0,1100.0,3,5.0,54395,0,84.0
2015,1.0,0,0,1,0.0,0,1100.0,3,5.0,54395,0,85.0
2016,0.99726776,0,0,1,0.0,0,1100.0,3,5.0,54395,1,86.0
2013,0.942465753,0,1,0,1.0,1,5439.0,3,,54395,1,33.0
2012,1.0,0,1,0,1.0,1,1255.0,3,,54395,0,32.0
2013,1.0,0,1,0,1.0,1,756.0,3,,54395,1,53.0
2015,0.747945205,1,1,0,1.0,1,800.0,3,,54395,0,55.0
2012,1.0,0,1,0,1.0,1,400.0,3,,54395,0,52.0
2013,0.945205479,0,1,0,1.0,1,470.0,3,,54395,0,53.0
2016,0.99726776,1,1,0,1.0,1,350.0,3,,54395,1,56.0
2012,1.0,0,0,0,1.0,1,310.0,3,,54395,0,52.0
2016,0.016393443,0,1,0,1.0,1,990.0,1,,54431,0,36.0
2013,1.0,0,0,1,0.0,0,397.0,1,3.0,54439,0,1.0
2012,1.0,0,0,0,1.0,1,1400.0,1,,54482,0,52.0
2015,1.0,0,0,0,1.0,1,1400.0,1,,54482,0,55.0
2012,1.0,1,1,0,1.0,1,1960.0,1,,54483,0,52.0
2012,1.0,0,0,1,0.0,0,400.0,1,3.0,54547,0,112.0
2013,0.580821918,0,0,0,1.0,1,350.0,1,,54547,0,53.0
2013,1.0,0,0,0,1.0,1,450.0,1,,54547,1,53.0
2012,1.0,1,0,0,1.0,1,1065.0,1,,55029,0,52.0
2014,1.0,0,1,0,1.0,1,759.0,1,,55502,0,34.0
2014,1.0,0,1,0,1.0,1,1050.0,1,,55545,0,34.0
2012,1.0,0,1,0,1.0,1,1416.0,1,,55545,1,32.0
2013,0.161643836,1,0,0,1.0,1,475.0,1,,55545,0,
2012,1.0,0,1,0,1.0,1,3613.0,1,,55545,1,32.0
2012,1.0,0,0,0,1.0,1,147.0,2,,56034,0,32.0
2012,1.0,0,1,0,1.0,1,450.0,2,,56052,0,32.0
2012,1.0,1,0,0,1.0,1,920.0,2,,56078,1,32.0
2012,1.0,1,0,0,1.0,1,280.0,2,,56083,0,32.0
2013,1.0,1,0,1,0.0,0,2130.0,2,4.0,56107,1,37.0
2015,1.0,1,0,1,0.0,0,2130.0,2,4.0,56107,1,39.0
2014,1.0,1,0,1,0.0,0,7861.0,2,7.0,56121,1,59.0
2016,0.609289617,0,0,1,0.0,0,600.0,2,4.0,56121,0,46.0
2012,0.0,1,0,0,1.0,1,481.0,2,,56121,0,
2013,0.0,1,0,0,1.0,1,565.0,2,,56121,0,
2013,1.0,1,0,0,1.0,1,4967.0,2,,56121,1,33.0
2012,1.0,1,1,0,1.0,1,1353.0,2,,56121,0,32.0
2012,1.0,1,1,0,1.0,1,5335.0,2,,56121,0,32.0
2013,1.0,1,1,0,1.0,1,5335.0,2,,56121,0,33.0
2016,0.99726776,1,1,0,1.0,1,300.0,2,,56121,0,36.0
2013,0.084931507,1,0,0,1.0,1,350.0,2,,56121,0,53.0
2012,1.0,1,1,0,1.0,1,150.0,2,,56121,0,32.0
2012,1.0,1,1,0,1.0,1,3611.0,2,,56162,1,32.0
2012,0.0,1,0,0,1.0,1,1270.0,2,,56181,0,
2014,1.0,0,1,0,1.0,1,955.0,2,,56260,0,54.0
2013,0.747945205,1,0,1,0.0,0,4890.0,2,3.0,56260,0,4.0
2012,1.0,0,0,0,1.0,1,455.0,2,,56260,0,24.0
2012,1.0,0,0,1,0.0,0,1280.0,2,2.0,57017,0,8.0
2016,1.0,0,0,1,0.0,0,1280.0,2,2.0,57017,0,12.0
2014,0.97260274,0,1,0,1.0,1,1485.0,2,,57049,0,
2012,1.0,0,0,0,1.0,1,950.0,2,,57143,0,
2015,1.0,0,0,1,0.0,0,1251.0,2,4.0,57143,1,55.0
2012,1.0,1,0,1,0.0,0,3000.0,2,5.0,57160,0,52.0
2014,0.495890411,1,0,1,0.0,0,786.0,2,2.0,57209,0,9.0
2013,0.580821918,0,1,0,1.0,1,435.0,2,,57221,0,53.0
2013,0.745205479,1,1,0,1.0,1,880.0,2,,57227,0,25.0
2012,1.0,1,0,1,0.0,0,1573.0,2,3.0,57227,0,42.0
2012,1.0,0,0,0,1.0,1,1660.0,2,,57283,0,
2013,1.0,0,0,1,0.0,0,1600.0,2,4.0,57283,0,18.0
2012,0.535519126,0,0,0,1.0,1,453.0,2,,57306,1,32.0
2012,1.0,0,0,1,0.0,0,14350.0,2,7.0,57368,0,52.0
2016,0.99726776,0,0,1,0.0,0,14350.0,2,7.0,57368,1,56.0
2016,0.50273224,0,0,1,0.0,0,805.0,2,4.0,57368,0,116.0
2012,1.0,0,0,0,1.0,1,900.0,2,,57412,0,
2014,1.0,0,0,0,1.0,1,900.0,2,,57412,0,
2014,1.0,0,0,1,0.0,0,1089.0,2,4.0,57427,1,190.0
2016,1.0,1,0,1,0.0,0,750.0,2,4.0,57430,0,16.0
2013,1.0,0,1,0,1.0,1,470.0,2,,57433,0,
2012,1.0,1,1,0,1.0,1,1215.0,2,,57463,0,32.0
2012,0.836065574,0,0,0,1.0,1,1600.0,2,,57463,0,
2016,0.99726776,0,1,0,1.0,1,2200.0,2,,57463,1,
2016,1.0,0,1,0,1.0,1,726.0,2,,57463,0,56.0
2015,1.0,0,0,1,0.0,0,3800.0,2,3.0,57463,0,11.0
2013,0.098630137,0,0,1,0.0,0,1600.0,2,6.0,57463,0,99.0
2016,1.0,0,0,1,0.0,0,2600.0,2,3.0,57463,0,146.0
2012,1.0,0,0,1,0.0,0,4000.0,2,4.0,57463,0,7.0
2015,1.0,0,0,1,0.0,0,1768.0,2,5.0,57463,0,22.0
2016,0.579234973,1,0,0,1.0,1,460.0,2,,57463,0,
2016,1.0,0,0,1,0.0,0,3330.0,2,7.0,57463,1,41.0
2012,0.445355191,0,0,1,0.0,0,15000.0,2,5.0,57463,1,42.0
2013,0.64109589,0,0,1,0.0,0,15000.0,2,5.0,57463,1,43.0
2012,1.0,0,0,1,0.0,0,750.0,2,4.0,57463,0,42.0
2013,1.0,0,0,1,0.0,0,750.0,2,4.0,57463,0,43.0
2015,1.0,0,0,1,0.0,0,1450.0,2,7.0,57463,0,80.0
2016,1.0,0,0,1,0.0,0,1450.0,2,7.0,57463,0,81.0
2013,1.0,0,0,0,1.0,1,1510.0,2,,57463,0,53.0
2013,1.0,0,0,0,1.0,1,1000.0,2,,57463,1,53.0
2016,0.99726776,0,0,1,0.0,0,480.0,2,2.0,57463,0,27.0
2013,1.0,0,1,0,1.0,1,1300.0,2,,57463,0,
2016,0.99726776,0,1,0,1.0,1,1300.0,2,,57463,0,
2012,1.0,0,1,0,1.0,1,60.0,2,,57463,0,
2013,1.0,0,0,1,0.0,0,1100.0,2,4.0,57463,0,63.0
2013,0.495890411,0,0,1,0.0,0,350.0,2,3.0,57463,0,83.0
2014,1.0,0,1,0,1.0,1,1030.0,2,,57463,1,
2012,1.0,0,1,0,1.0,1,420.0,2,,57463,0,
2013,0.915068493,0,1,0,1.0,1,420.0,2,,57463,0,
2013,0.0,0,0,1,0.0,0,420.0,2,3.0,57480,0,58.0
2013,0.953424658,0,1,0,1.0,1,1930.0,2,,57480,1,25.0
2013,1.0,0,1,0,1.0,1,1845.0,2,,57606,0,33.0
2016,0.99726776,1,0,0,1.0,1,1250.0,2,,57606,0,28.0
2012,1.0,0,1,0,1.0,1,900.0,2,,57631,0,52.0
2013,0.64109589,0,1,0,1.0,1,900.0,2,,57631,0,53.0
2014,1.0,0,0,1,0.0,0,800.0,2,3.0,57663,0,49.0
2014,1.0,0,1,0,1.0,1,1070.0,2,,57663,0,
2012,1.0,0,0,0,1.0,1,900.0,2,,57672,0,
2014,0.832876712,0,0,0,1.0,1,900.0,2,,57672,0,
2012,1.0,0,0,1,0.0,0,1800.0,2,5.0,57672,1,112.0
2012,1.0,1,0,1,0.0,0,2900.0,2,6.0,57672,0,32.0
2013,1.0,1,1,0,1.0,1,3840.0,2,,57751,0,25.0
2013,1.0,0,0,1,0.0,0,5451.0,2,3.0,57757,0,1.0
2012,1.0,0,0,0,1.0,1,486.0,2,,57907,0,52.0
2012,1.0,0,1,0,1.0,1,1980.0,1,,58095,0,32.0
2013,0.580821918,0,1,0,1.0,1,1980.0,1,,58095,0,33.0
2015,1.0,0,0,1,0.0,0,650.0,1,4.0,58194,0,115.0
2015,1.0,0,0,1,0.0,0,1452.0,1,5.0,58194,0,43.0
2013,0.164383562,0,0,1,0.0,0,275.0,1,3.0,58194,0,113.0
2012,1.0,0,0,1,0.0,0,890.0,1,3.0,58194,0,42.0
2016,1.0,0,0,1,0.0,0,890.0,1,3.0,58194,1,46.0
2012,1.0,0,0,0,1.0,1,950.0,1,,58194,0,52.0
2013,1.0,0,0,0,1.0,1,950.0,1,,58194,1,53.0
2016,0.99726776,0,0,0,1.0,1,950.0,1,,58194,0,56.0
2013,1.0,0,0,0,1.0,1,820.0,1,,58194,0,33.0
2014,1.0,0,0,0,1.0,1,820.0,1,,58194,0,34.0
2013,1.0,0,0,0,1.0,1,770.0,1,,58194,0,53.0
2016,0.99726776,0,0,0,1.0,1,770.0,1,,58194,0,56.0
2014,1.0,0,0,0,1.0,1,180.0,1,,58194,0,54.0
2013,0.131506849,0,0,0,1.0,1,300.0,1,,58194,0,53.0
2013,1.0,0,0,0,1.0,1,4300.0,1,,58194,1,33.0
2012,1.0,0,0,0,1.0,1,2350.0,1,,58194,0,32.0
2014,1.0,0,0,0,1.0,1,1085.0,1,,58194,0,54.0
2015,1.0,0,0,1,0.0,0,1004.0,1,3.0,58194,0,415.0
2012,1.0,0,1,0,1.0,1,3920.0,1,,58194,0,32.0
2015,1.0,0,1,0,1.0,1,702.0,1,,58194,0,55.0
2013,0.832876712,0,1,0,1.0,1,1440.0,1,,58194,0,33.0
2015,1.0,0,0,1,0.0,0,1300.0,1,3.0,58194,0,215.0
2015,1.0,0,0,0,1.0,1,650.0,2,,59025,0,27.0
2012,1.0,1,1,0,1.0,1,14805.0,2,,59043,1,24.0
2012,1.0,0,0,0,1.0,1,1860.0,2,,59043,0,32.0
2016,1.0,0,0,0,1.0,1,1860.0,2,,59043,0,36.0
2016,1.0,0,0,1,0.0,0,2412.0,2,8.0,59107,1,2.0
2013,0.936986301,0,0,0,1.0,1,146.0,2,,59107,0,53.0
2013,1.0,0,0,1,0.0,0,1800.0,3,4.0,59163,1,113.0
2015,1.0,0,1,0,1.0,1,660.0,3,,59163,0,35.0
2014,1.0,0,0,1,0.0,0,3143.0,3,5.0,59163,1,7.0
2014,1.0,0,0,1,0.0,0,2850.0,2,5.0,59178,0,10.0
2016,1.0,1,0,1,0.0,0,4750.0,2,6.0,59183,1,36.0
2013,1.0,1,0,1,0.0,0,5346.0,1,5.0,59183,0,8.0
2014,1.0,1,0,1,0.0,0,5346.0,1,5.0,59183,0,9.0
2013,0.915068493,1,0,1,0.0,0,2400.0,2,6.0,59183,0,38.0
2012,1.0,1,0,1,0.0,0,770.0,2,4.0,59183,1,52.0
2012,1.0,0,0,1,0.0,0,536.0,2,4.0,59183,0,52.0
2012,1.0,0,1,0,1.0,1,3500.0,2,,59279,0,24.0
2014,1.0,0,1,0,1.0,1,3500.0,2,,59279,1,26.0
2016,0.99726776,0,1,0,1.0,1,1200.0,2,,59279,1,28.0
2012,1.0,1,1,0,1.0,1,700.0,2,,59295,0,52.0
2012,1.0,1,1,0,1.0,1,650.0,2,,59328,0,52.0
2012,0.915300546,0,0,1,0.0,0,330.0,2,3.0,59328,0,112.0
2013,1.0,1,0,1,0.0,0,1365.0,2,3.0,59340,0,3.0
2013,1.0,1,0,1,0.0,0,1083.0,2,5.0,59340,0,43.0
2015,1.0,0,0,1,0.0,0,1050.0,2,4.0,59340,0,43.0
2016,1.0,0,0,1,0.0,0,1050.0,2,4.0,59340,0,44.0
2015,1.0,0,0,1,0.0,0,1076.0,3,4.0,59350,0,35.0
2012,0.674863388,0,1,0,1.0,1,500.0,3,,59350,0,52.0
2013,0.753424658,1,0,1,0.0,0,600.0,3,4.0,59350,0,83.0
2015,1.0,0,0,1,0.0,0,220.0,3,4.0,59350,0,85.0
2013,0.783561644,1,1,0,1.0,1,300.0,3,,59350,0,53.0
2014,1.0,1,0,1,0.0,0,4144.0,3,5.0,59350,0,22.0
2012,1.0,0,0,1,0.0,0,850.0,2,4.0,59350,0,82.0
2013,1.0,0,0,1,0.0,0,850.0,2,4.0,59350,0,83.0
2014,0.17260274,0,0,1,0.0,0,850.0,2,4.0,59350,0,84.0
2012,1.0,0,0,1,0.0,0,2578.0,3,5.0,59350,0,112.0
2012,1.0,1,0,1,0.0,0,2200.0,3,5.0,59350,0,82.0
2013,0.665753425,1,0,1,0.0,0,2200.0,3,5.0,59350,1,83.0
2012,1.0,1,0,1,0.0,0,800.0,3,5.0,59350,0,112.0
2012,1.0,0,0,1,0.0,0,220.0,3,4.0,59350,0,82.0
2012,1.0,0,0,1,0.0,0,400.0,3,4.0,59350,1,82.0
2012,1.0,1,0,1,0.0,0,15620.0,3,,59350,1,34.0
2014,1.0,1,0,1,0.0,0,15620.0,3,,59350,1,36.0
2014,1.0,1,0,1,0.0,0,9182.0,3,8.0,59350,0,40.0
2015,1.0,1,0,1,0.0,0,9182.0,3,8.0,59350,1,41.0
2012,0.071038251,0,0,1,0.0,0,1300.0,3,5.0,59350,0,82.0
2013,1.0,0,0,1,0.0,0,1300.0,3,5.0,59350,0,83.0
2014,0.0,0,0,1,0.0,0,1762.0,3,4.0,59350,0,31.0
2013,0.906849315,0,0,1,0.0,0,260.0,3,4.0,59350,1,83.0
2014,1.0,0,0,1,0.0,0,400.0,3,3.0,59350,0,84.0
2015,1.0,0,0,1,0.0,0,700.0,3,3.0,59350,0,1.0
2016,0.0,0,0,1,0.0,0,400.0,3,3.0,59350,0,1.0
2016,0.75136612,1,0,1,0.0,0,470.0,2,3.0,59350,0,86.0
2012,0.0,0,0,0,1.0,1,190.0,3,,59350,0,
2016,0.0,0,0,0,1.0,1,190.0,3,,59350,0,
2012,1.0,0,1,0,1.0,1,436.0,2,,59350,1,
2012,1.0,0,0,1,0.0,0,450.0,3,3.0,59350,0,112.0
2015,1.0,0,0,0,1.0,1,150.0,3,,59350,0,55.0
2012,1.0,1,1,0,1.0,1,800.0,2,,59350,1,
2013,1.0,0,0,0,1.0,1,335.0,3,,59355,0,53.0
2013,1.0,0,0,1,0.0,0,3600.0,2,3.0,59367,1,5.0
2015,1.0,0,0,1,0.0,0,3600.0,2,3.0,59367,0,7.0
2012,1.0,0,1,0,1.0,1,660.0,3,,59368,0,52.0
2013,1.0,0,1,0,1.0,1,660.0,3,,59368,0,53.0
2012,1.0,0,0,1,0.0,0,450.0,3,4.0,59368,0,82.0
